Dataset,Feature,Extreme_Type,Values,SubjectIDs
MIMIC-IV,ST_Elev_V5,Bottom 20,"-93.4926, -48.7898, -36.827, -31.3107, -31.0709, -29.0593, -25.8566, -23.412, -22.4418, -22.3328, -21.9097, -21.8538, -20.6878, -18.6445, -18.3624, -17.4719, -17.3324, -16.9693, -16.9105, -16.049","12517010, 16750854, 14691000, 15605951, 17436136, 18787238, 14368163, 12851842, 17132849, 18662708, 18308118, 12640507, 10476303, 19234754, 17671435, 16392279, 19372432, 11984647, 18935074, 16238625"
MIMIC-IV,ST_Elev_V5_count,Top 20,"38, 37, 37, 37, 36, 36, 36, 35, 35, 35, 35, 35, 35, 35, 35, 35, 34, 34, 34, 34","15650239, 12138462, 12138462, 18984357, 15576075, 18820664, 19880967, 12537800, 13535452, 14993194, 14993194, 15127848, 16453118, 16970621, 17601166, 18195430, 10197095, 11633230, 14262715, 14917039"
MIMIC-IV,ST_Elev_V5_count,Bottom 20,"3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5","10639500, 11279168, 12517010, 13752513, 14415578, 14691000, 17257484, 19601270, 10480744, 10948914, 11345525, 12448633, 12757547, 13444220, 13503188, 14085291, 15709718, 16099802, 19397112, 10662181"
MIMIC-IV,ST_Elev_V5_iqr,Top 20,"154.312, 120.8798, 115.9847, 111.2404, 109.3781, 96.5867, 58.9677, 53.8314, 50.8022, 44.6435, 38.2936, 37.7184, 34.6137, 33.5421, 32.2851, 26.7653, 23.9921, 17.9589, 17.781, 15.8456","10639500, 16750854, 14691000, 17436136, 12517010, 18787238, 14104740, 11960875, 15605951, 17671435, 10862862, 14368163, 12086931, 17471045, 17132849, 18562129, 12640507, 12851842, 13416445, 14010911"
MIMIC-IV,ST_Elev_V5_iqr,Bottom 20,"0.0, 0.0001, 0.0001, 0.0001, 0.0001, 0.0005, 0.0009, 0.001, 0.001, 0.0011, 0.0013, 0.0013, 0.0014, 0.0015, 0.0015, 0.0015, 0.0016, 0.0016, 0.0016, 0.0017","15956226, 10300976, 14220073, 10390664, 15539562, 11667512, 11648170, 14556063, 14666983, 19094808, 14817865, 12005525, 12407578, 14212351, 11082260, 12111477, 13573314, 18212177, 11834165, 16991615"
MIMIC-IV,ST_Elev_V6,Top 20,"25.5436, 21.0575, 19.947, 19.2079, 18.616, 18.131, 16.8983, 16.7596, 16.0475, 15.9473, 15.2072, 14.732, 14.4298, 14.3773, 14.2875, 14.0818, 13.9834, 13.897, 13.5085, 13.3923","15402907, 16651008, 13157621, 11165060, 19417923, 18842248, 18656167, 16137455, 10580965, 16852082, 17876390, 15251751, 15200459, 13840316, 13642966, 12994952, 16644826, 10347400, 14520474, 15745943"
MIMIC-IV,ST_Elev_V6,Bottom 20,"-93.2934, -35.9613, -31.0095, -29.3114, -23.5399, -23.3455, -20.8716, -19.9881, -19.7885, -19.7021, -18.7385, -17.9078, -17.9013, -16.9893, -16.7049, -16.2456, -16.1168, -14.4502, -14.2642, -14.1686","12517010, 14691000, 15605951, 16086282, 10839265, 14707286, 11443579, 16250904, 18230098, 16514111, 10310173, 18662708, 10250736, 13545713, 13869899, 17598702, 12637610, 12591293, 18298823, 10224171"
MIMIC-IV,ST_Elev_V6_count,Top 20,"38, 37, 37, 37, 36, 36, 36, 35, 35, 35, 35, 35, 35, 35, 35, 35, 34, 34, 34, 34","15650239, 12138462, 12138462, 18984357, 15576075, 18820664, 19880967, 12537800, 13535452, 14993194, 14993194, 15127848, 16453118, 16970621, 17601166, 18195430, 10197095, 11633230, 14262715, 14917039"
MIMIC-IV,ST_Elev_V6_count,Bottom 20,"3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5","10639500, 11279168, 12517010, 13752513, 14415578, 14691000, 17257484, 19601270, 10480744, 10948914, 11345525, 12448633, 12757547, 13444220, 13503188, 14085291, 15709718, 16099802, 19397112, 10662181"
MIMIC-IV,ST_Elev_V6_iqr,Top 20,"154.312, 113.2514, 108.6916, 69.6412, 58.4698, 53.7983, 51.6212, 51.0656, 41.1361, 40.1263, 39.9142, 34.8083, 30.8371, 21.3766, 21.3076, 18.8524, 18.288, 17.7367, 15.5742, 14.9403","10639500, 14691000, 12517010, 15402907, 14707286, 11960875, 16086282, 15605951, 14431695, 17925184, 15944766, 16405146, 11443579, 16544239, 17876390, 15456642, 19467162, 17565549, 16651008, 12494390"
MIMIC-IV,ST_Elev_V6_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0001, 0.0002, 0.0007, 0.0007, 0.0008, 0.001, 0.0011, 0.0012, 0.0012, 0.0012, 0.0013","19851462, 12550080, 10157256, 19111622, 16057835, 12841759, 14751479, 12217232, 14220073, 13024713, 12510515, 18422749, 11109203, 15956226, 14909279, 11569252, 16763380, 17574863, 18115975, 14111050"
MIMIC-IV,ST_Elev_aVF,Top 20,"15.4339, 12.4931, 5.6173, 5.2891, 5.2612, 4.8916, 4.7814, 4.574, 3.6858, 3.3367, 2.5852, 2.2434, 2.0428, 1.7624, 1.7339, 1.5388, 1.5328, 1.4407, 1.3424, 1.2222","14874072, 13237537, 11960875, 10570126, 11057357, 15065955, 12597933, 11845306, 10639500, 12805443, 16776139, 16476559, 18450786, 14962112, 11559611, 11339006, 10023117, 18075452, 10558918, 18592566"
MIMIC-IV,ST_Elev_aVF,Bottom 20,"-35.1277, -20.5274, -18.692, -18.325, -13.0264, -12.5192, -7.5876, -7.5013, -5.6992, -5.5127, -4.7163, -4.3376, -3.8652, -3.4776, -3.1048, -2.4174, -2.3361, -2.3257, -2.2569, -2.1567","14691000, 12517010, 10139387, 17132849, 17730015, 13667220, 18586624, 10725079, 15439322, 14219343, 13509460, 19355882, 11685620, 12010510, 15625104, 16196998, 12426774, 11488234, 13655592, 18715578"
MIMIC-IV,ST_Elev_aVF_count,Top 20,"38, 37, 37, 37, 36, 36, 36, 35, 35, 35, 35, 35, 35, 35, 35, 35, 34, 34, 34, 34","15650239, 12138462, 12138462, 18984357, 15576075, 18820664, 19880967, 12537800, 13535452, 14993194, 14993194, 15127848, 16453118, 16970621, 17601166, 18195430, 10197095, 11633230, 14262715, 14917039"
MIMIC-IV,ST_Elev_aVF_count,Bottom 20,"3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5","10639500, 11279168, 12517010, 13752513, 14415578, 14691000, 17257484, 19601270, 10480744, 10948914, 11345525, 12448633, 12757547, 13444220, 13503188, 14085291, 15709718, 16099802, 19397112, 10662181"
MIMIC-IV,ST_Elev_aVF_iqr,Top 20,"153.4558, 112.7438, 54.2718, 46.6387, 43.3451, 16.1834, 12.5951, 9.1509, 5.039, 4.5023, 2.8808, 2.7067, 2.6719, 2.5417, 2.3563, 2.3521, 2.3163, 2.299, 2.2318, 2.2085","10639500, 14691000, 11960875, 12517010, 10139387, 17132849, 14874072, 13237537, 15374565, 11279168, 11488234, 18153954, 12597933, 19390611, 10411149, 15231087, 11057357, 12426684, 13296168, 12426684"
MIMIC-IV,ST_Elev_aVF_iqr,Bottom 20,"0.0001, 0.0008, 0.0008, 0.0008, 0.0009, 0.0009, 0.001, 0.0011, 0.0011, 0.0011, 0.0012, 0.0012, 0.0012, 0.0012, 0.0012, 0.0013, 0.0013, 0.0013, 0.0014, 0.0014","14369822, 15601060, 16168774, 10423613, 12793957, 13446537, 11570051, 10554630, 17507950, 15811456, 11182724, 12249609, 14072217, 15217910, 17325431, 14515407, 14361825, 13528523, 14580000, 16218061"
MIMIC-IV,ST_Elev_aVL,Top 20,"12.2452, 8.8901, 6.0011, 5.6893, 5.0812, 5.0798, 3.6107, 3.3009, 3.1801, 2.5762, 2.3917, 1.9759, 1.7772, 1.6317, 1.6051, 1.4804, 1.4633, 1.4596, 1.4549, 1.4029","16663465, 19390611, 10570126, 11960875, 15689762, 15065955, 10639500, 10342123, 11057357, 16776139, 11845306, 13973494, 13643747, 15401244, 11339006, 12475198, 12475198, 13019601, 12475198, 13326315"
MIMIC-IV,ST_Elev_aVL,Bottom 20,"-52.3625, -37.8192, -23.5468, -21.0074, -18.938, -17.581, -13.2398, -11.7508, -10.8107, -10.4295, -8.1789, -7.3905, -5.6296, -5.4661, -4.7097, -4.354, -4.0, -3.7446, -2.6623, -2.2613","17132849, 14691000, 12517010, 19951395, 14874072, 10250736, 17730015, 16766908, 19355882, 10139387, 17823467, 18586624, 11279168, 15439322, 13509460, 10725079, 12010510, 11685620, 12411707, 13655592"
MIMIC-IV,ST_Elev_aVL_count,Top 20,"38, 37, 37, 37, 36, 36, 36, 35, 35, 35, 35, 35, 35, 35, 35, 35, 34, 34, 34, 34","15650239, 12138462, 12138462, 18984357, 15576075, 18820664, 19880967, 12537800, 13535452, 14993194, 14993194, 15127848, 16453118, 16970621, 17601166, 18195430, 10197095, 11633230, 14262715, 14917039"
MIMIC-IV,ST_Elev_aVL_count,Bottom 20,"3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5","10639500, 11279168, 12517010, 13752513, 14415578, 14691000, 17257484, 19601270, 10480744, 10948914, 11345525, 12448633, 12757547, 13444220, 13503188, 14085291, 15709718, 16099802, 19397112, 10662181"
MIMIC-IV,ST_Elev_aVL_iqr,Top 20,"154.7084, 115.4455, 93.5988, 54.5123, 47.5491, 31.1881, 25.9639, 17.795, 16.5823, 9.2121, 4.4579, 3.0437, 2.5154, 2.3779, 2.2899, 2.1719, 2.1206, 1.9234, 1.8022, 1.7891","10639500, 14691000, 17132849, 11960875, 12517010, 12597933, 16663465, 19390611, 14874072, 11279168, 15374565, 12426684, 12426684, 19311178, 10411149, 16663465, 10558918, 16351040, 10558918, 14852886"
MIMIC-IV,ST_Elev_aVL_iqr,Bottom 20,"0.0003, 0.0014, 0.0015, 0.0016, 0.0017, 0.0018, 0.0018, 0.0018, 0.0019, 0.0019, 0.0019, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002","10892549, 17391760, 12465820, 13031409, 12766627, 13140413, 13647833, 17997555, 11310901, 13800523, 15151483, 12107874, 18692317, 13961548, 18891346, 16354481, 11078706, 16883221, 16339049, 10739819"
MIMIC-IV,ST_Elev_aVR,Top 20,"8.646, 8.5756, 6.9804, 6.0957, 4.9077, 4.2154, 3.6099, 3.5496, 2.5678, 2.4566, 2.4446, 2.2781, 2.2645, 1.1998, 1.1982, 1.1731, 1.1698, 1.0177, 0.99, 0.9018","19909522, 18799675, 10570126, 11960875, 15065955, 12597933, 10639500, 11339006, 11845306, 17400716, 17948389, 18153954, 15946581, 16062724, 16776139, 17273119, 12379354, 10023117, 10845916, 10196360"
MIMIC-IV,ST_Elev_aVR,Bottom 20,"-35.8275, -28.302, -20.7044, -18.3425, -16.9298, -16.0195, -13.1364, -11.6024, -10.612, -10.4079, -9.0385, -8.4681, -8.4534, -7.8273, -7.7197, -7.7187, -7.2469, -7.049, -5.9057, -5.551","14691000, 17132849, 12517010, 10139387, 13762217, 13237537, 17730015, 14267880, 19355882, 16766908, 15109122, 17641105, 11329832, 10725079, 17562772, 13126146, 18676370, 18586624, 18218981, 19771110"
MIMIC-IV,ST_Elev_aVR_count,Top 20,"38, 37, 37, 37, 36, 36, 36, 35, 35, 35, 35, 35, 35, 35, 35, 35, 34, 34, 34, 34","15650239, 12138462, 12138462, 18984357, 15576075, 18820664, 19880967, 12537800, 13535452, 14993194, 14993194, 15127848, 16453118, 16970621, 17601166, 18195430, 10197095, 11633230, 14262715, 14917039"
MIMIC-IV,ST_Elev_aVR_count,Bottom 20,"3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5","10639500, 11279168, 12517010, 13752513, 14415578, 14691000, 17257484, 19601270, 10480744, 10948914, 11345525, 12448633, 12757547, 13444220, 13503188, 14085291, 15709718, 16099802, 19397112, 10662181"
MIMIC-IV,ST_Elev_aVR_iqr,Top 20,"154.7338, 114.8065, 53.9341, 46.5868, 38.3474, 17.5796, 13.6435, 11.0038, 3.5556, 2.7323, 1.8399, 1.5641, 1.5072, 1.4199, 1.3934, 1.2383, 1.2144, 1.1471, 1.1211, 1.1063","10639500, 14691000, 11960875, 12517010, 10139387, 18799675, 17132849, 19909522, 11279168, 12597933, 12115766, 14874072, 18153954, 15689762, 11607628, 18046197, 13126529, 15385925, 10934101, 11607177"
MIMIC-IV,ST_Elev_aVR_iqr,Bottom 20,"0.0005, 0.0007, 0.0008, 0.0008, 0.0009, 0.0009, 0.001, 0.001, 0.001, 0.0011, 0.0011, 0.0011, 0.0012, 0.0012, 0.0012, 0.0012, 0.0012, 0.0012, 0.0012, 0.0013","19628837, 12271017, 13990946, 12217560, 14960881, 17934485, 18214395, 18387406, 16126409, 16522485, 11860807, 12642570, 18519675, 13675932, 16836744, 15440113, 18687658, 14891600, 11285534, 15829116"
MIMIC-IV,S_Amp_V1,Top 20,"23.1976, 16.9099, 14.585, 13.9686, 13.1346, 13.0076, 12.3967, 12.339, 12.2193, 11.4203, 11.1924, 10.7245, 10.5762, 10.5758, 10.1617, 9.7887, 9.4272, 9.2145, 9.0384, 8.9685","18562317, 12292383, 19136566, 11240669, 15723530, 17580985, 14295224, 12989005, 10570126, 19415931, 16346470, 15878493, 15379576, 16701759, 11329198, 10469318, 13820986, 15934572, 18163289, 16254450"
MIMIC-IV,S_Amp_V1,Bottom 20,"-57.2933, -20.8139, -15.9862, -15.9244, -14.2921, -13.871, -13.8562, -12.8911, -12.5669, -12.4125, -12.3064, -11.7635, -11.7469, -11.6006, -11.5317, -11.2557, -10.5093, -10.3766, -10.3598, -10.2725","12517010, 14691000, 15110016, 11043981, 14449762, 14702995, 10867202, 13219785, 11425407, 17900973, 13181475, 10250736, 19848707, 18203000, 17618022, 14262654, 15198868, 13045011, 19784491, 18581793"
MIMIC-IV,S_Amp_V1_count,Top 20,"38, 37, 37, 37, 36, 36, 36, 35, 35, 35, 35, 35, 35, 35, 35, 35, 34, 34, 34, 34","15650239, 12138462, 12138462, 18984357, 15576075, 18820664, 19880967, 12537800, 13535452, 14993194, 14993194, 15127848, 16453118, 16970621, 17601166, 18195430, 10197095, 11633230, 14262715, 14917039"
MIMIC-IV,S_Amp_V1_count,Bottom 20,"3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5","10639500, 11279168, 12517010, 13752513, 14415578, 14691000, 17257484, 19601270, 10480744, 10948914, 11345525, 12448633, 12757547, 13444220, 13503188, 14085291, 15709718, 16099802, 19397112, 10662181"
MIMIC-IV,S_Amp_V1_iqr,Top 20,"101.2113, 68.3662, 45.3865, 42.0152, 39.7589, 30.6135, 30.4719, 29.3585, 24.0202, 23.1038, 21.8433, 21.5123, 19.0714, 19.0714, 19.0287, 18.3919, 17.4648, 15.982, 14.7988, 14.2035","10639500, 12517010, 13797586, 14691000, 18562317, 17436136, 19136566, 15110016, 17132849, 13795988, 15723530, 14702995, 10570126, 11279168, 14295224, 15878493, 17970010, 11960875, 15102449, 17580985"
MIMIC-IV,S_Amp_V1_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0001, 0.0001, 0.0001, 0.0008, 0.0008, 0.0011, 0.0011, 0.0012, 0.0012, 0.0012, 0.0013, 0.0013","10911270, 16715071, 18910703, 12082362, 14010625, 13039135, 11900070, 11905585, 11174340, 18248533, 16237253, 15311382, 17171746, 17577830, 17197845, 12757934, 19972786, 19143018, 10880904, 10004606"
MIMIC-IV,S_Amp_V2,Top 20,"16.9264, 16.2674, 16.2348, 15.1514, 14.3319, 13.7425, 13.5877, 13.3795, 13.106, 11.7213, 11.4221, 11.1668, 10.7705, 10.1387, 10.1271, 9.8196, 9.5401, 9.4526, 9.0102, 8.6547","19413941, 11960875, 19410125, 16528007, 14774100, 16687783, 11252719, 19823744, 14082461, 19711386, 16717759, 18343701, 19009034, 14618856, 18044092, 16416367, 19953910, 14970529, 16727715, 10862862"
MIMIC-IV,S_Amp_V2,Bottom 20,"-56.7603, -20.7188, -17.0202, -16.0658, -14.1865, -13.1624, -12.6424, -12.2574, -11.9906, -11.5155, -11.1158, -11.0374, -10.8064, -10.7069, -10.1732, -10.1127, -9.4599, -9.4431, -9.2562, -9.073","12517010, 14691000, 19507970, 15605951, 13621809, 13801716, 19034482, 17100571, 10250736, 17638040, 17675016, 12378217, 12102463, 15316284, 13464769, 13003172, 13294218, 14311198, 11508828, 11082660"
MIMIC-IV,S_Amp_V2_count,Top 20,"38, 37, 37, 37, 36, 36, 36, 35, 35, 35, 35, 35, 35, 35, 35, 35, 34, 34, 34, 34","15650239, 12138462, 12138462, 18984357, 15576075, 18820664, 19880967, 12537800, 13535452, 14993194, 14993194, 15127848, 16453118, 16970621, 17601166, 18195430, 10197095, 11633230, 14262715, 14917039"
MIMIC-IV,S_Amp_V2_count,Bottom 20,"3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5","10639500, 11279168, 12517010, 13752513, 14415578, 14691000, 17257484, 19601270, 10480744, 10948914, 11345525, 12448633, 12757547, 13444220, 13503188, 14085291, 15709718, 16099802, 19397112, 10662181"
MIMIC-IV,S_Amp_V2_iqr,Top 20,"101.2113, 68.5694, 46.5426, 42.0855, 41.0571, 39.7046, 35.6468, 33.5495, 30.9255, 28.9901, 20.7436, 17.8473, 17.2604, 16.8961, 16.3277, 16.0774, 13.3315, 13.2716, 12.1214, 10.9183","10639500, 12517010, 16528007, 14691000, 14082461, 17132849, 15605951, 16717759, 15835317, 11960875, 14774100, 11279168, 16752029, 19413941, 19823744, 17636862, 17225669, 18611488, 17428457, 11252719"
MIMIC-IV,S_Amp_V2_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002, 0.0003, 0.0003, 0.0006, 0.0007, 0.0008, 0.0013, 0.0015, 0.0015, 0.0015, 0.0015, 0.0015","19601270, 14350978, 12929274, 12733748, 19806212, 11275493, 11844287, 14899292, 13473495, 14105983, 16700843, 12564649, 19717191, 17637538, 14577371, 11748036, 11172857, 12845993, 18968396, 18999580"
MIMIC-IV,S_Amp_V3,Top 20,"17.9471, 14.9388, 13.6617, 13.341, 12.7571, 12.2709, 11.9524, 10.7751, 10.4979, 10.2912, 10.2793, 10.1497, 10.0896, 10.0677, 9.8704, 9.8492, 9.7128, 9.4521, 9.3433, 9.1041","11960875, 15606157, 13615928, 13415923, 15691324, 11896730, 18143542, 14452279, 12458842, 19258898, 11863654, 10188275, 18637389, 13780400, 15586187, 15738458, 17141628, 14394962, 11919347, 13783920"
MIMIC-IV,S_Amp_V3,Bottom 20,"-55.8096, -21.2022, -18.859, -18.7194, -16.7044, -14.8176, -13.9393, -12.6546, -11.9498, -11.2173, -10.9448, -10.879, -10.8115, -10.3393, -10.3084, -10.1005, -9.9781, -9.839, -9.7973, -9.6186","12517010, 14691000, 12215578, 17132849, 15605951, 13657153, 13314392, 18456328, 14836998, 17443472, 19696769, 13545353, 13637669, 13451992, 10250736, 18655830, 15407999, 19759745, 18735236, 18001923"
MIMIC-IV,S_Amp_V3_count,Top 20,"38, 37, 37, 37, 36, 36, 36, 35, 35, 35, 35, 35, 35, 35, 35, 35, 34, 34, 34, 34","15650239, 12138462, 12138462, 18984357, 15576075, 18820664, 19880967, 12537800, 13535452, 14993194, 14993194, 15127848, 16453118, 16970621, 17601166, 18195430, 10197095, 11633230, 14262715, 14917039"
MIMIC-IV,S_Amp_V3_count,Bottom 20,"3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5","10639500, 11279168, 12517010, 13752513, 14415578, 14691000, 17257484, 19601270, 10480744, 10948914, 11345525, 12448633, 12757547, 13444220, 13503188, 14085291, 15709718, 16099802, 19397112, 10662181"
MIMIC-IV,S_Amp_V3_iqr,Top 20,"124.7676, 101.2113, 68.867, 60.4265, 45.6117, 42.7007, 35.6773, 35.485, 29.4725, 28.9096, 21.4261, 20.0143, 19.9487, 18.2192, 17.9035, 17.8575, 17.7652, 14.1882, 13.8083, 12.9192","17132849, 10639500, 12517010, 11919347, 11232657, 14691000, 15605951, 13637669, 11069386, 11960875, 10188275, 16096783, 14394962, 11279168, 14269696, 13615928, 13780400, 17434499, 11791041, 13840723"
MIMIC-IV,S_Amp_V3_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0001, 0.0002, 0.0002, 0.0003, 0.0003, 0.0004, 0.001, 0.0013, 0.0013, 0.0014, 0.0016, 0.0016, 0.0016, 0.0016, 0.0017, 0.0017","13315366, 19180042, 18566607, 13713209, 12252736, 17524861, 13993692, 17735780, 19834949, 15667551, 16763380, 19837705, 12754657, 17807421, 16749320, 15081965, 19187816, 10784532, 18538527, 16015972"
MIMIC-IV,T_Amp_I,Top 20,"12.1797, 11.8696, 8.522, 7.6603, 7.4936, 7.0322, 6.6672, 5.9418, 5.5016, 4.8372, 4.6438, 3.4843, 3.474, 3.3803, 2.9449, 2.5067, 2.395, 2.3197, 2.2764, 1.9543","13237537, 18153954, 13762217, 12010510, 15439322, 11960875, 19771110, 11488234, 18676370, 13237537, 17132849, 19504755, 11663663, 13733457, 11386787, 18218981, 12805443, 10017764, 12224027, 14874072"
MIMIC-IV,T_Amp_I,Bottom 20,"-33.7133, -19.005, -11.99, -9.5821, -9.1392, -8.331, -8.2805, -6.8134, -6.4715, -6.3299, -5.7334, -4.6382, -4.4021, -3.7907, -3.4953, -3.4772, -2.3604, -1.9433, -1.9008, -1.6985","17316016, 19482678, 10570126, 14691000, 17970480, 14962112, 13509460, 13667220, 10087981, 11801290, 11329832, 17730015, 15527910, 19752908, 14568046, 10725079, 16702712, 10196360, 10196360, 16196998"
MIMIC-IV,T_Amp_II,Top 20,"16.2984, 9.237, 8.3886, 8.2672, 7.7377, 6.7952, 6.713, 6.1155, 5.5318, 5.4725, 5.3629, 4.8298, 4.4317, 4.218, 4.0871, 3.7475, 3.6595, 2.5142, 2.47, 1.9913","15689762, 14874072, 13762217, 10639500, 12010510, 11960875, 11685620, 19951395, 18676370, 12411707, 19771110, 13237537, 15403852, 18153954, 10845916, 19355882, 19504755, 18218981, 17823467, 18139875"
MIMIC-IV,T_Amp_II,Bottom 20,"-44.1777, -28.6994, -11.9975, -9.1106, -8.9909, -8.2649, -6.797, -5.2203, -4.376, -4.3468, -3.7147, -3.6889, -3.5926, -3.4822, -2.3907, -2.1065, -1.9751, -1.9263, -1.8737, -1.8604","12517010, 17132849, 10570126, 17970480, 11106561, 13509460, 12597933, 11329832, 15527910, 18832095, 11531637, 19752908, 14568046, 10725079, 16702712, 10319651, 10139387, 12115766, 16766908, 14691000"
MIMIC-IV,T_Amp_III,Top 20,"12.2606, 9.2829, 9.1667, 8.3482, 6.6625, 6.6455, 6.5753, 4.9478, 4.8043, 4.538, 3.983, 3.6534, 3.6209, 3.3461, 3.0557, 2.9932, 2.7811, 2.7085, 2.6906, 2.5266","15689762, 15439322, 13237537, 10639500, 11685620, 19951395, 19482678, 15403852, 14874072, 13733457, 10845916, 11663663, 19355882, 17823467, 13667220, 11386787, 11488234, 16098597, 18654576, 12805443"
MIMIC-IV,T_Amp_III,Bottom 20,"-45.6943, -38.9931, -34.9597, -10.7927, -10.1437, -8.9784, -8.9255, -7.3836, -6.529, -4.7071, -3.9257, -3.8335, -3.7026, -3.3666, -3.0196, -2.7756, -2.2065, -2.1214, -1.852, -1.7435","12517010, 17132849, 17316016, 15295888, 14691000, 15642812, 14962112, 12411707, 12597933, 17730015, 13292562, 13088713, 11531637, 16196998, 10225882, 13870748, 10139387, 13894879, 16766908, 14043086"
MIMIC-IV,T_Amp_III_count,Top 20,"38, 37, 37, 37, 36, 36, 36, 35, 35, 35, 35, 35, 35, 35, 35, 35, 34, 34, 34, 34","15650239, 12138462, 12138462, 18984357, 15576075, 18820664, 19880967, 12537800, 13535452, 14993194, 14993194, 15127848, 16453118, 16970621, 17601166, 18195430, 10197095, 11633230, 14262715, 14917039"
MIMIC-IV,T_Amp_III_count,Bottom 20,"3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5","10639500, 11279168, 12517010, 13752513, 14415578, 14691000, 17257484, 19601270, 10480744, 10948914, 11345525, 12448633, 12757547, 13444220, 13503188, 14085291, 15709718, 16099802, 19397112, 10662181"
MIMIC-IV,T_Amp_III_iqr,Top 20,"94.595, 46.7969, 44.4018, 22.6086, 15.4978, 14.5748, 11.4424, 8.2619, 7.2999, 6.5354, 5.5431, 4.3899, 4.348, 3.2971, 2.6094, 2.3345, 1.8013, 1.7863, 1.702, 1.5895","17132849, 12517010, 17316016, 15689762, 19482678, 12597933, 10639500, 14691000, 14874072, 11488234, 11279168, 13237537, 10139387, 13126529, 12426684, 12426684, 13943729, 11975667, 12864997, 15824435"
MIMIC-IV,T_Amp_III_iqr,Bottom 20,"0.0007, 0.0011, 0.0012, 0.0013, 0.0013, 0.0014, 0.0014, 0.0014, 0.0015, 0.0015, 0.0016, 0.0016, 0.0016, 0.0018, 0.0018, 0.0018, 0.0018, 0.0018, 0.0018, 0.0019","13446537, 10916053, 13622559, 17646147, 14800827, 17905617, 17119475, 16126883, 13974162, 16015972, 19945444, 13573314, 17643026, 16913783, 10714454, 18872394, 16675177, 15127667, 15893105, 11798125"
MIMIC-IV,T_Amp_II_count,Top 20,"38, 37, 37, 37, 36, 36, 36, 35, 35, 35, 35, 35, 35, 35, 35, 35, 34, 34, 34, 34","15650239, 12138462, 12138462, 18984357, 15576075, 18820664, 19880967, 12537800, 13535452, 14993194, 14993194, 15127848, 16453118, 16970621, 17601166, 18195430, 10197095, 11633230, 14262715, 14917039"
MIMIC-IV,T_Amp_II_count,Bottom 20,"3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5","10639500, 11279168, 12517010, 13752513, 14415578, 14691000, 17257484, 19601270, 10480744, 10948914, 11345525, 12448633, 12757547, 13444220, 13503188, 14085291, 15709718, 16099802, 19397112, 10662181"
MIMIC-IV,T_Amp_II_iqr,Top 20,"78.3783, 48.4145, 23.2331, 14.1595, 12.0409, 11.1023, 5.4393, 4.3229, 3.4492, 2.2109, 1.9225, 1.729, 1.6952, 1.6684, 1.5203, 1.4429, 1.3214, 1.2972, 1.281, 1.2747","17132849, 12517010, 15689762, 12597933, 11960875, 10639500, 14691000, 10139387, 13126529, 19230597, 11279168, 12165964, 14874072, 12426684, 12426684, 11975667, 18861184, 14993899, 15605951, 18915910"
MIMIC-IV,T_Amp_II_iqr,Bottom 20,"0.0, 0.0008, 0.001, 0.0011, 0.0011, 0.0011, 0.0012, 0.0012, 0.0012, 0.0013, 0.0013, 0.0013, 0.0014, 0.0014, 0.0014, 0.0015, 0.0015, 0.0015, 0.0016, 0.0016","14167047, 10496339, 11259319, 16528163, 14786890, 17690953, 19459912, 17385639, 11023786, 11242742, 12763102, 12218441, 18049382, 19898541, 17800072, 12699486, 10213803, 13976104, 13027195, 13140362"
