Dataset,Method,Threshold,Feature_1,Feature_2,Correlation
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,R_Amp_II_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,R_Amp_I_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,R_Amp_V1_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,R_Amp_V2_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,R_Amp_V3_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,R_Amp_V4_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,R_Amp_V5_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,R_Amp_V6_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,R_Amp_aVF_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,R_Amp_aVL_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,R_Amp_aVR_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,ST_Elev_III_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,ST_Elev_II_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,ST_Elev_I_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,ST_Elev_V1_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,ST_Elev_V2_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,ST_Elev_V3_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,ST_Elev_V4_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,ST_Elev_V5_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,ST_Elev_V6_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,ST_Elev_aVF_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,ST_Elev_aVL_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,ST_Elev_aVR_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,S_Amp_V1_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,S_Amp_V2_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,S_Amp_V3_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,T_Amp_III_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,T_Amp_II_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,T_Amp_I_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,T_Amp_V1_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,T_Amp_V2_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V4_count,T_Amp_V3_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,QRS_Dur_Global_count,0.9993500881915055
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,Q_Amp_III_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,Q_Amp_II_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,Q_Amp_I_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,Q_Amp_V1_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,Q_Amp_V2_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,Q_Amp_V3_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,Q_Amp_V4_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,Q_Amp_V5_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,Q_Amp_V6_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,Q_Amp_aVF_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,Q_Amp_aVL_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,Q_Amp_aVR_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,RR_Mean_Global,-0.9933328358352775
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,RR_Mean_Global_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,R_Amp_III_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,R_Amp_II_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,R_Amp_I_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,R_Amp_V1_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,R_Amp_V2_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,R_Amp_V3_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,R_Amp_V4_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,R_Amp_V5_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,R_Amp_V6_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,R_Amp_aVF_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,R_Amp_aVL_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,R_Amp_aVR_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,ST_Elev_III_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,ST_Elev_II_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,ST_Elev_I_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,ST_Elev_V1_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,ST_Elev_V2_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,ST_Elev_V3_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,ST_Elev_V4_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,ST_Elev_V5_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,ST_Elev_V6_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,ST_Elev_aVF_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,ST_Elev_aVL_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,ST_Elev_aVR_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,S_Amp_V1_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,S_Amp_V2_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,S_Amp_V3_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,T_Amp_III_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,T_Amp_II_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,T_Amp_I_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,T_Amp_V1_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,T_Amp_V2_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,T_Amp_V3_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V5_count,T_Amp_V4_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,QRS_Dur_Global_count,0.9993500881915055
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,Q_Amp_III_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,Q_Amp_II_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,Q_Amp_I_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,Q_Amp_V1_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,Q_Amp_V2_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,Q_Amp_V3_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,Q_Amp_V4_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,Q_Amp_V5_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,Q_Amp_V6_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,Q_Amp_aVF_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,Q_Amp_aVL_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,Q_Amp_aVR_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,RR_Mean_Global,-0.9933328358352775
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,RR_Mean_Global_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,R_Amp_III_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,R_Amp_II_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,R_Amp_I_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,R_Amp_V1_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,R_Amp_V2_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,R_Amp_V3_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,R_Amp_V4_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,R_Amp_V5_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,R_Amp_V6_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,R_Amp_aVF_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,R_Amp_aVL_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,R_Amp_aVR_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,ST_Elev_III_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,ST_Elev_II_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,ST_Elev_I_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,ST_Elev_V1_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,ST_Elev_V2_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,ST_Elev_V3_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,ST_Elev_V4_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,ST_Elev_V5_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,ST_Elev_V6_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,ST_Elev_aVF_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,ST_Elev_aVL_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,ST_Elev_aVR_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,S_Amp_V1_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,S_Amp_V2_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,S_Amp_V3_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,T_Amp_III_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,T_Amp_II_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,T_Amp_I_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,T_Amp_V1_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,T_Amp_V2_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,T_Amp_V3_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,T_Amp_V4_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_V6_count,T_Amp_V5_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,QRS_Dur_Global_count,0.9993500881915055
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,Q_Amp_III_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,Q_Amp_II_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,Q_Amp_I_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,Q_Amp_V1_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,Q_Amp_V2_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,Q_Amp_V3_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,Q_Amp_V4_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,Q_Amp_V5_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,Q_Amp_V6_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,Q_Amp_aVF_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,Q_Amp_aVL_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,Q_Amp_aVR_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,RR_Mean_Global,-0.9933328358352775
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,RR_Mean_Global_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,R_Amp_III_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,R_Amp_II_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,R_Amp_I_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,R_Amp_V1_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,R_Amp_V2_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,R_Amp_V3_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,R_Amp_V4_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,R_Amp_V5_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,R_Amp_V6_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,R_Amp_aVF_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,R_Amp_aVL_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,R_Amp_aVR_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,ST_Elev_III_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,ST_Elev_II_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,ST_Elev_I_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,ST_Elev_V1_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,ST_Elev_V2_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,ST_Elev_V3_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,ST_Elev_V4_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,ST_Elev_V5_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,ST_Elev_V6_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,ST_Elev_aVF_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,ST_Elev_aVL_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,ST_Elev_aVR_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,S_Amp_V1_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,S_Amp_V2_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,S_Amp_V3_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,T_Amp_III_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,T_Amp_II_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,T_Amp_I_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,T_Amp_V1_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,T_Amp_V2_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,T_Amp_V3_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,T_Amp_V4_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,T_Amp_V5_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVF_count,T_Amp_V6_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,QRS_Dur_Global_count,0.9993500881915055
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,Q_Amp_III_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,Q_Amp_II_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,Q_Amp_I_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,Q_Amp_V1_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,Q_Amp_V2_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,Q_Amp_V3_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,Q_Amp_V4_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,Q_Amp_V5_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,Q_Amp_V6_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,Q_Amp_aVF_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,Q_Amp_aVL_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,Q_Amp_aVR_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,RR_Mean_Global,-0.9933328358352775
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,RR_Mean_Global_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,R_Amp_III_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,R_Amp_II_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,R_Amp_I_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,R_Amp_V1_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,R_Amp_V2_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,R_Amp_V3_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,R_Amp_V4_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,R_Amp_V5_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,R_Amp_V6_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,R_Amp_aVF_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,R_Amp_aVL_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,R_Amp_aVR_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,ST_Elev_III_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,ST_Elev_II_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,ST_Elev_I_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,ST_Elev_V1_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,ST_Elev_V2_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,ST_Elev_V3_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,ST_Elev_V4_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,ST_Elev_V5_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,ST_Elev_V6_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,ST_Elev_aVF_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,ST_Elev_aVL_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,ST_Elev_aVR_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,S_Amp_V1_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,S_Amp_V2_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,S_Amp_V3_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,T_Amp_III_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,T_Amp_II_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,T_Amp_I_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,T_Amp_V1_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,T_Amp_V2_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,T_Amp_V3_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,T_Amp_V4_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,T_Amp_V5_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,T_Amp_V6_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVL_count,T_Amp_aVF_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,QRS_Dur_Global_count,0.9993500881915055
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,Q_Amp_III_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,Q_Amp_II_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,Q_Amp_I_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,Q_Amp_V1_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,Q_Amp_V2_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,Q_Amp_V3_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,Q_Amp_V4_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,Q_Amp_V5_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,Q_Amp_V6_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,Q_Amp_aVF_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,Q_Amp_aVL_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,Q_Amp_aVR_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,RR_Mean_Global,-0.9933328358352775
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,RR_Mean_Global_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,R_Amp_III_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,R_Amp_II_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,R_Amp_I_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,R_Amp_V1_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,R_Amp_V2_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,R_Amp_V3_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,R_Amp_V4_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,R_Amp_V5_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,R_Amp_V6_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,R_Amp_aVF_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,R_Amp_aVL_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,R_Amp_aVR_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,ST_Elev_III_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,ST_Elev_II_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,ST_Elev_I_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,ST_Elev_V1_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,ST_Elev_V2_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,ST_Elev_V3_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,ST_Elev_V4_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,ST_Elev_V5_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,ST_Elev_V6_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,ST_Elev_aVF_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,ST_Elev_aVL_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,ST_Elev_aVR_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,S_Amp_V1_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,S_Amp_V2_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,S_Amp_V3_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,T_Amp_III_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,T_Amp_II_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,T_Amp_I_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,T_Amp_V1_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,T_Amp_V2_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,T_Amp_V3_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,T_Amp_V4_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,T_Amp_V5_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,T_Amp_V6_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,T_Amp_aVF_count,1.0
MIMIC-IV,Spearman,> 0.9,T_Amp_aVR_count,T_Amp_aVL_count,1.0
MIMIC-IV,Spearman,> 0.95,Q_Amp_III_count,QRS_Dur_Global_count,0.9993500881915055
MIMIC-IV,Spearman,> 0.95,Q_Amp_II_count,QRS_Dur_Global_count,0.9993500881915055
MIMIC-IV,Spearman,> 0.95,Q_Amp_II_count,Q_Amp_III_count,1.0
MIMIC-IV,Spearman,> 0.95,Q_Amp_I_count,QRS_Dur_Global_count,0.9993500881915055
MIMIC-IV,Spearman,> 0.95,Q_Amp_I_count,Q_Amp_III_count,1.0
MIMIC-IV,Spearman,> 0.95,Q_Amp_I_count,Q_Amp_II_count,1.0
MIMIC-IV,Spearman,> 0.95,Q_Amp_V1_count,QRS_Dur_Global_count,0.9993500881915055
MIMIC-IV,Spearman,> 0.95,Q_Amp_V1_count,Q_Amp_III_count,1.0
